,Year,Month,Day,Hour,SunlightMin,HourlySkyWeather,HourlyVisibility,HourlyWindDirection,HourlyWindSpeed
0,2017,9,16,0,747,CLR,7.0,0,0.0
1,2017,9,16,1,747,CLR,6.0,0,0.0
2,2017,9,16,2,747,CLR,4.0,40,3.0
3,2017,9,16,3,747,CLR,3.0,50,3.0
4,2017,9,16,3,747,CLR,2.5,0,0.0
5,2017,9,16,4,747,CLR,3.0,0,0.0
6,2017,9,16,4,747,SCT,2.5,40,3.0
7,2017,9,16,4,747,FEW,2.5,40,3.0
8,2017,9,16,5,747,SCT,2.5,0,0.0
9,2017,9,16,5,747,BKN,2.0,0,0.0
10,2017,9,16,6,747,BKN,1.25,60,3.0
11,2017,9,16,6,747,OVC,1.75,70,7.0
12,2017,9,16,7,747,OVC,2.0,60,5.0
13,2017,9,16,7,747,OVC,3.0,60,6.0
14,2017,9,16,7,747,OVC,3.0,False,5.0
15,2017,9,16,8,747,OVC,4.0,False,5.0
16,2017,9,16,8,747,OVC,4.0,60,3.0
17,2017,9,16,9,747,BKN,5.0,False,7.0
18,2017,9,16,10,747,SCT,5.0,False,3.0
19,2017,9,16,10,747,BKN,4.0,False,5.0
20,2017,9,16,10,747,BKN,5.0,False,7.0
21,2017,9,16,10,747,SCT,5.0,60,7.0
22,2017,9,16,11,747,BKN,5.0,60,8.0
23,2017,9,16,11,747,BKN,5.0,70,5.0
24,2017,9,16,12,747,SCT,6.0,False,6.0
25,2017,9,16,12,747,CLR,6.0,80,7.0
26,2017,9,16,13,747,CLR,7.0,False,3.0
27,2017,9,16,14,747,CLR,8.0,50,3.0
28,2017,9,16,15,747,FEW,9.0,False,3.0
29,2017,9,16,16,747,FEW,10.0,0,0.0
30,2017,9,16,17,747,CLR,10.0,0,0.0
31,2017,9,16,18,747,CLR,10.0,0,0.0
32,2017,9,16,19,744,CLR,9.0,160,3.0
33,2017,9,16,20,744,CLR,8.0,0,0.0
34,2017,9,16,21,744,CLR,6.0,50,3.0
35,2017,9,16,22,744,BKN,6.0,290,3.0
36,2017,9,16,22,744,OVC,6.0,290,3.0
37,2017,9,16,23,744,SCT,5.0,0,0.0
38,2017,9,16,23,744,FEW,5.0,0,0.0
39,2017,9,16,23,744,NaN,NaN,False,NaN
40,2017,9,17,0,744,CLR,4.0,0,0.0
41,2017,9,17,1,744,CLR,2.5,0,0.0
42,2017,9,17,1,744,CLR,2.5,0,0.0
43,2017,9,17,2,744,FEW,3.0,0,0.0
44,2017,9,17,2,744,SCT,2.5,0,0.0
45,2017,9,17,2,744,BKN,2.5,0,0.0
46,2017,9,17,2,744,BKN,2.5,0,0.0
47,2017,9,17,3,744,OVC,3.0,0,0.0
48,2017,9,17,3,744,OVC,2.5,0,0.0
49,2017,9,17,3,744,OVC,2.5,0,0.0
50,2017,9,17,3,744,OVC,3.0,0,0.0
51,2017,9,17,4,744,OVC,3.0,0,0.0
52,2017,9,17,4,744,OVC,3.0,0,0.0
53,2017,9,17,4,744,OVC,3.0,0,0.0
54,2017,9,17,5,744,BKN,3.0,0,0.0
55,2017,9,17,5,744,BKN,2.5,0,0.0
56,2017,9,17,5,744,OVC,2.0,0,0.0
57,2017,9,17,5,744,OVC,2.0,0,0.0
58,2017,9,17,6,744,OVC,2.0,0,0.0
59,2017,9,17,6,744,OVC,2.0,50,3.0
60,2017,9,17,6,744,OVC,2.5,0,0.0
61,2017,9,17,7,744,OVC,2.5,0,0.0
62,2017,9,17,8,744,BKN,3.0,False,3.0
63,2017,9,17,8,744,OVC,3.0,80,5.0
64,2017,9,17,9,744,BKN,4.0,70,5.0
65,2017,9,17,9,744,BKN,4.0,90,5.0
66,2017,9,17,10,744,FEW,5.0,60,5.0
67,2017,9,17,10,744,FEW,5.0,70,5.0
68,2017,9,17,11,744,BKN,5.0,60,3.0
69,2017,9,17,11,744,SCT,5.0,80,5.0
70,2017,9,17,11,744,BKN,5.0,60,7.0
71,2017,9,17,12,744,BKN,6.0,30,3.0
72,2017,9,17,12,744,BKN,6.0,False,3.0
73,2017,9,17,12,744,BKN,6.0,70,6.0
74,2017,9,17,13,744,SCT,7.0,360,5.0
75,2017,9,17,13,744,FEW,7.0,False,5.0
76,2017,9,17,14,744,CLR,10.0,60,7.0
77,2017,9,17,15,744,CLR,9.0,180,5.0
78,2017,9,17,16,744,CLR,9.0,False,3.0
79,2017,9,17,17,744,CLR,9.0,180,6.0
80,2017,9,17,18,744,CLR,9.0,False,5.0
81,2017,9,17,19,741,CLR,8.0,0,0.0
82,2017,9,17,20,741,FEW,8.0,False,3.0
83,2017,9,17,21,741,BKN,7.0,0,0.0
84,2017,9,17,21,741,BKN,6.0,0,0.0
85,2017,9,17,21,741,OVC,6.0,0,0.0
86,2017,9,17,22,741,OVC,6.0,0,0.0
87,2017,9,17,23,741,OVC,7.0,0,0.0
88,2017,9,17,23,741,BKN,7.0,60,3.0
89,2017,9,17,23,741,NaN,NaN,False,NaN
90,2017,9,18,0,741,SCT,6.0,0,0.0
91,2017,9,18,0,741,SCT,6.0,100,3.0
92,2017,9,18,1,741,BKN,6.0,80,6.0
93,2017,9,18,1,741,OVC,8.0,False,3.0
94,2017,9,18,1,741,OVC,8.0,60,8.0
95,2017,9,18,2,741,BKN,10.0,False,5.0
96,2017,9,18,3,741,OVC,10.0,70,6.0
97,2017,9,18,3,741,OVC,10.0,70,9.0
98,2017,9,18,3,741,OVC,10.0,60,8.0
99,2017,9,18,4,741,OVC,10.0,False,6.0
100,2017,9,18,5,741,OVC,10.0,False,6.0
101,2017,9,18,6,741,OVC,10.0,False,7.0
102,2017,9,18,7,741,BKN,6.0,70,6.0
103,2017,9,18,7,741,OVC,1.75,80,5.0
104,2017,9,18,7,741,OVC,3.0,70,6.0
105,2017,9,18,7,741,OVC,3.0,50,5.0
106,2017,9,18,8,741,OVC,10.0,False,3.0
107,2017,9,18,9,741,OVC,10.0,False,6.0
108,2017,9,18,9,741,OVC,10.0,False,5.0
109,2017,9,18,10,741,OVC,10.0,60,9.0
110,2017,9,18,11,741,OVC,10.0,False,9.0
111,2017,9,18,12,741,OVC,10.0,60,11.0
112,2017,9,18,13,741,OVC,10.0,False,7.0
113,2017,9,18,14,741,BKN,10.0,70,10.0
114,2017,9,18,15,741,BKN,10.0,80,6.0
115,2017,9,18,15,741,OVC,10.0,False,6.0
116,2017,9,18,16,741,SCT,10.0,120,5.0
117,2017,9,18,16,741,OVC,10.0,False,6.0
118,2017,9,18,17,741,BKN,10.0,False,7.0
119,2017,9,18,18,741,BKN,10.0,90,8.0
120,2017,9,18,19,739,FEW,10.0,70,7.0
121,2017,9,18,20,739,OVC,10.0,70,7.0
122,2017,9,18,21,739,OVC,10.0,60,9.0
123,2017,9,18,21,739,OVC,10.0,False,7.0
124,2017,9,18,22,739,OVC,10.0,False,8.0
125,2017,9,18,23,739,OVC,10.0,70,9.0
126,2017,9,18,23,739,NaN,NaN,False,NaN
127,2017,9,19,0,739,OVC,10.0,False,7.0
128,2017,9,19,1,739,OVC,10.0,False,9.0
129,2017,9,19,2,739,OVC,10.0,60,9.0
130,2017,9,19,3,739,OVC,10.0,False,8.0
131,2017,9,19,4,739,OVC,10.0,False,5.0
132,2017,9,19,5,739,OVC,10.0,False,8.0
133,2017,9,19,6,739,OVC,10.0,False,8.0
134,2017,9,19,7,739,OVC,10.0,False,10.0
135,2017,9,19,7,739,OVC,10.0,60,10.0
136,2017,9,19,8,739,OVC,10.0,False,8.0
137,2017,9,19,9,739,BKN,10.0,False,9.0
138,2017,9,19,10,739,BKN,10.0,False,11.0
139,2017,9,19,11,739,BKN,10.0,False,16.0
140,2017,9,19,11,739,SCT,10.0,False,11.0
141,2017,9,19,12,739,SCT,10.0,60,10.0
142,2017,9,19,13,739,OVC,10.0,False,14.0
143,2017,9,19,14,739,FEW,2.5,False,13.0
144,2017,9,19,14,739,FEW,3.0,False,7.0
145,2017,9,19,14,739,FEW,2.5,40,7.0
146,2017,9,19,14,739,FEW,2.5,False,7.0
147,2017,9,19,15,739,FEW,4.0,False,8.0
148,2017,9,19,15,739,BKN,10.0,False,NaN
149,2017,9,19,16,739,OVC,7.0,False,9.0
150,2017,9,19,17,739,SCT,9.0,False,14.0
151,2017,9,19,17,739,BKN,7.0,False,11.0
152,2017,9,19,18,739,OVC,10.0,30,8.0
153,2017,9,19,19,736,OVC,10.0,False,14.0
154,2017,9,19,20,736,BKN,10.0,50,9.0
155,2017,9,19,20,736,SCT,10.0,False,10.0
156,2017,9,19,21,736,BKN,10.0,40,9.0
157,2017,9,19,22,736,OVC,10.0,False,9.0
158,2017,9,19,23,736,OVC,10.0,50,11.0
159,2017,9,19,23,736,NaN,NaN,False,NaN
160,2017,9,20,0,736,OVC,10.0,40,9.0
161,2017,9,20,1,736,OVC,10.0,False,5.0
162,2017,9,20,2,736,OVC,10.0,False,13.0
163,2017,9,20,2,736,SCT,10.0,False,9.0
164,2017,9,20,2,736,FEW,10.0,False,7.0
165,2017,9,20,3,736,BKN,10.0,False,6.0
166,2017,9,20,4,736,BKN,10.0,False,8.0
167,2017,9,20,4,736,OVC,10.0,False,7.0
168,2017,9,20,5,736,SCT,10.0,False,6.0
169,2017,9,20,5,736,BKN,10.0,False,9.0
170,2017,9,20,5,736,BKN,10.0,False,10.0
171,2017,9,20,6,736,BKN,10.0,10,13.0
172,2017,9,20,6,736,BKN,10.0,False,9.0
173,2017,9,20,6,736,BKN,10.0,False,7.0
174,2017,9,20,7,736,SCT,10.0,False,10.0
175,2017,9,20,7,736,BKN,10.0,False,7.0
176,2017,9,20,7,736,BKN,10.0,False,9.0
177,2017,9,20,8,736,SCT,10.0,False,9.0
178,2017,9,20,8,736,CLR,10.0,False,5.0
179,2017,9,20,9,736,BKN,10.0,False,3.0
180,2017,9,20,9,736,OVC,10.0,False,7.0
181,2017,9,20,10,736,BKN,10.0,False,6.0
182,2017,9,20,11,736,SCT,10.0,False,11.0
183,2017,9,20,11,736,FEW,10.0,False,8.0
184,2017,9,20,12,736,SCT,10.0,False,7.0
185,2017,9,20,13,736,FEW,10.0,False,5.0
186,2017,9,20,14,736,SCT,10.0,False,9.0
187,2017,9,20,15,736,BKN,10.0,False,7.0
188,2017,9,20,16,736,FEW,10.0,False,6.0
189,2017,9,20,17,736,CLR,10.0,50,6.0
190,2017,9,20,18,736,CLR,10.0,False,NaN
191,2017,9,20,19,733,CLR,10.0,False,5.0
192,2017,9,20,20,733,CLR,10.0,False,6.0
193,2017,9,20,21,733,CLR,10.0,False,6.0
194,2017,9,20,22,733,CLR,10.0,False,3.0
195,2017,9,20,23,733,CLR,10.0,0,0.0
196,2017,9,20,23,733,NaN,NaN,False,NaN
197,2017,9,21,0,733,CLR,10.0,False,5.0
198,2017,9,21,1,733,CLR,10.0,False,6.0
199,2017,9,21,2,733,CLR,10.0,False,5.0
200,2017,9,21,3,733,CLR,10.0,False,5.0
201,2017,9,21,4,733,CLR,10.0,350,6.0
202,2017,9,21,5,733,CLR,10.0,False,5.0
203,2017,9,21,6,733,CLR,10.0,False,3.0
204,2017,9,21,7,733,CLR,10.0,False,6.0
205,2017,9,21,8,733,CLR,10.0,False,6.0
206,2017,9,21,9,733,CLR,10.0,False,7.0
207,2017,9,21,10,733,CLR,10.0,False,NaN
208,2017,9,21,11,733,CLR,10.0,False,8.0
209,2017,9,21,12,733,CLR,10.0,False,3.0
210,2017,9,21,13,733,CLR,10.0,False,3.0
211,2017,9,21,14,733,CLR,10.0,False,7.0
212,2017,9,21,15,733,CLR,10.0,60,7.0
213,2017,9,21,16,733,CLR,10.0,False,5.0
214,2017,9,21,17,733,CLR,10.0,False,7.0
215,2017,9,21,18,733,CLR,10.0,False,5.0
216,2017,9,21,19,730,CLR,10.0,False,7.0
217,2017,9,21,20,730,FEW,10.0,False,7.0
218,2017,9,21,21,730,CLR,10.0,False,5.0
219,2017,9,21,22,730,CLR,10.0,False,3.0
220,2017,9,21,23,730,CLR,10.0,False,7.0
221,2017,9,21,23,730,NaN,NaN,False,NaN
222,2017,9,22,0,730,CLR,10.0,False,9.0
223,2017,9,22,1,730,CLR,10.0,False,8.0
224,2017,9,22,2,730,CLR,10.0,False,6.0
225,2017,9,22,3,730,CLR,10.0,False,6.0
226,2017,9,22,4,730,CLR,10.0,False,8.0
227,2017,9,22,5,730,CLR,10.0,20,7.0
228,2017,9,22,6,730,CLR,10.0,0,0.0
229,2017,9,22,7,730,CLR,10.0,False,8.0
230,2017,9,22,8,730,CLR,10.0,False,7.0
231,2017,9,22,9,730,CLR,10.0,False,6.0
232,2017,9,22,10,730,CLR,10.0,False,6.0
233,2017,9,22,11,730,CLR,10.0,False,6.0
234,2017,9,22,12,730,FEW,10.0,False,10.0
235,2017,9,22,13,730,CLR,10.0,350,9.0
236,2017,9,22,14,730,CLR,10.0,False,9.0
237,2017,9,22,15,730,SCT,10.0,False,8.0
238,2017,9,22,16,730,FEW,10.0,False,7.0
239,2017,9,22,17,730,BKN,10.0,50,9.0
240,2017,9,22,18,730,FEW,10.0,False,6.0
241,2017,9,22,19,728,CLR,10.0,False,9.0
242,2017,9,22,20,728,CLR,10.0,60,7.0
243,2017,9,22,21,728,CLR,10.0,False,7.0
244,2017,9,22,22,728,CLR,10.0,False,7.0
245,2017,9,22,23,728,CLR,10.0,False,6.0
246,2017,9,22,23,728,NaN,NaN,False,NaN
247,2017,9,23,0,728,SCT,10.0,False,8.0
248,2017,9,23,1,728,BKN,10.0,False,7.0
249,2017,9,23,1,728,OVC,10.0,360,9.0
250,2017,9,23,2,728,SCT,10.0,False,6.0
251,2017,9,23,2,728,CLR,10.0,False,3.0
252,2017,9,23,3,728,CLR,10.0,False,3.0
253,2017,9,23,4,728,CLR,10.0,0,0.0
254,2017,9,23,5,728,CLR,10.0,False,6.0
255,2017,9,23,6,728,CLR,10.0,False,5.0
256,2017,9,23,7,728,CLR,10.0,False,6.0
257,2017,9,23,8,728,CLR,10.0,False,3.0
258,2017,9,23,9,728,CLR,10.0,False,3.0
259,2017,9,23,10,728,CLR,10.0,False,7.0
260,2017,9,23,11,728,CLR,10.0,350,10.0
261,2017,9,23,12,728,CLR,10.0,False,5.0
262,2017,9,23,13,728,CLR,10.0,50,8.0
263,2017,9,23,14,728,CLR,10.0,False,8.0
264,2017,9,23,15,728,CLR,10.0,40,9.0
265,2017,9,23,16,728,CLR,10.0,40,7.0
266,2017,9,23,17,728,CLR,10.0,10,5.0
267,2017,9,23,18,728,CLR,10.0,350,3.0
268,2017,9,23,19,725,CLR,10.0,0,0.0
269,2017,9,23,20,725,CLR,10.0,0,0.0
270,2017,9,23,21,725,CLR,10.0,0,0.0
271,2017,9,23,22,725,CLR,10.0,0,0.0
272,2017,9,23,23,725,CLR,10.0,0,0.0
273,2017,9,23,23,725,NaN,NaN,False,NaN
274,2017,9,24,0,725,CLR,10.0,0,0.0
275,2017,9,24,1,725,CLR,10.0,0,0.0
276,2017,9,24,2,725,CLR,10.0,0,0.0
277,2017,9,24,3,725,CLR,10.0,0,0.0
278,2017,9,24,4,725,CLR,10.0,280,3.0
279,2017,9,24,5,725,CLR,10.0,False,3.0
280,2017,9,24,6,725,CLR,10.0,0,0.0
281,2017,9,24,7,725,CLR,10.0,0,0.0
282,2017,9,24,8,725,CLR,10.0,False,5.0
283,2017,9,24,9,725,CLR,10.0,False,3.0
284,2017,9,24,10,725,CLR,10.0,False,3.0
285,2017,9,24,11,725,CLR,10.0,0,0.0
286,2017,9,24,12,725,CLR,10.0,False,3.0
287,2017,9,24,13,725,CLR,10.0,0,0.0
288,2017,9,24,14,725,CLR,10.0,20,6.0
289,2017,9,24,15,725,CLR,10.0,80,5.0
290,2017,9,24,16,725,CLR,10.0,170,3.0
291,2017,9,24,17,725,CLR,10.0,0,0.0
292,2017,9,24,18,725,CLR,10.0,0,0.0
293,2017,9,24,19,722,CLR,10.0,170,3.0
294,2017,9,24,20,722,CLR,10.0,0,0.0
295,2017,9,24,21,722,CLR,10.0,0,0.0
296,2017,9,24,22,722,CLR,10.0,0,0.0
297,2017,9,24,23,722,CLR,10.0,0,0.0
298,2017,9,24,23,722,NaN,NaN,False,NaN
299,2017,9,25,0,722,CLR,10.0,0,0.0
300,2017,9,25,1,722,CLR,10.0,0,0.0
301,2017,9,25,2,722,CLR,10.0,50,3.0
302,2017,9,25,3,722,CLR,10.0,0,0.0
303,2017,9,25,4,722,CLR,10.0,0,0.0
304,2017,9,25,5,722,CLR,10.0,60,3.0
305,2017,9,25,6,722,CLR,10.0,0,0.0
306,2017,9,25,7,722,CLR,9.0,0,0.0
307,2017,9,25,8,722,CLR,9.0,50,6.0
308,2017,9,25,9,722,CLR,10.0,50,8.0
309,2017,9,25,10,722,CLR,10.0,False,5.0
310,2017,9,25,11,722,CLR,9.0,50,6.0
311,2017,9,25,12,722,CLR,10.0,False,5.0
312,2017,9,25,13,722,CLR,10.0,70,6.0
313,2017,9,25,14,722,CLR,10.0,70,6.0
314,2017,9,25,15,722,CLR,10.0,False,6.0
315,2017,9,25,16,722,CLR,10.0,False,5.0
316,2017,9,25,17,722,CLR,10.0,False,NaN
317,2017,9,25,18,722,CLR,10.0,0,0.0
318,2017,9,25,19,720,CLR,10.0,160,6.0
319,2017,9,25,20,720,CLR,10.0,0,0.0
320,2017,9,25,21,720,CLR,10.0,0,0.0
321,2017,9,25,22,720,CLR,10.0,30,3.0
322,2017,9,25,23,720,CLR,10.0,0,0.0
323,2017,9,25,23,720,NaN,NaN,False,NaN
324,2017,9,26,0,720,CLR,10.0,0,0.0
325,2017,9,26,1,720,BKN,10.0,False,3.0
326,2017,9,26,1,720,OVC,10.0,0,0.0
327,2017,9,26,2,720,OVC,10.0,False,3.0
328,2017,9,26,2,720,OVC,10.0,40,3.0
329,2017,9,26,3,720,FEW,10.0,40,3.0
330,2017,9,26,3,720,CLR,10.0,40,3.0
331,2017,9,26,4,720,FEW,9.0,0,0.0
332,2017,9,26,4,720,FEW,9.0,0,0.0
333,2017,9,26,5,720,CLR,10.0,False,3.0
334,2017,9,26,6,720,FEW,8.0,60,5.0
335,2017,9,26,6,720,FEW,8.0,False,3.0
336,2017,9,26,7,720,BKN,7.0,0,0.0
337,2017,9,26,7,720,OVC,6.0,120,6.0
338,2017,9,26,8,720,OVC,9.0,0,0.0
339,2017,9,26,9,720,OVC,10.0,0,0.0
340,2017,9,26,9,720,BKN,10.0,0,0.0
341,2017,9,26,10,720,SCT,10.0,0,0.0
342,2017,9,26,10,720,CLR,10.0,0,0.0
343,2017,9,26,11,720,CLR,10.0,70,6.0
344,2017,9,26,12,720,CLR,10.0,False,NaN
345,2017,9,26,13,720,CLR,10.0,60,6.0
346,2017,9,26,14,720,CLR,10.0,False,3.0
347,2017,9,26,15,720,CLR,10.0,110,3.0
348,2017,9,26,16,720,CLR,10.0,0,0.0
349,2017,9,26,17,720,CLR,10.0,False,3.0
350,2017,9,26,18,720,CLR,10.0,False,3.0
351,2017,9,26,19,717,CLR,10.0,0,0.0
352,2017,9,26,20,717,CLR,10.0,0,0.0
353,2017,9,26,21,717,CLR,10.0,0,0.0
354,2017,9,26,22,717,CLR,10.0,0,0.0
355,2017,9,26,23,717,CLR,10.0,40,3.0
356,2017,9,26,23,717,NaN,NaN,False,NaN
357,2017,9,27,0,717,CLR,10.0,False,5.0
358,2017,9,27,1,717,CLR,10.0,0,0.0
359,2017,9,27,2,717,BKN,10.0,False,3.0
360,2017,9,27,2,717,BKN,10.0,40,3.0
361,2017,9,27,3,717,FEW,10.0,30,3.0
362,2017,9,27,3,717,CLR,10.0,20,5.0
363,2017,9,27,4,717,CLR,10.0,80,5.0
364,2017,9,27,5,717,BKN,10.0,False,3.0
365,2017,9,27,5,717,SCT,10.0,False,3.0
366,2017,9,27,5,717,SCT,10.0,60,5.0
367,2017,9,27,6,717,BKN,10.0,50,6.0
368,2017,9,27,6,717,BKN,10.0,0,0.0
369,2017,9,27,7,717,BKN,10.0,60,5.0
370,2017,9,27,7,717,OVC,10.0,50,6.0
371,2017,9,27,7,717,OVC,10.0,0,0.0
372,2017,9,27,8,717,OVC,10.0,60,5.0
373,2017,9,27,9,717,SCT,10.0,60,6.0
374,2017,9,27,9,717,CLR,10.0,50,5.0
375,2017,9,27,10,717,CLR,10.0,60,5.0
376,2017,9,27,11,717,CLR,10.0,110,7.0
377,2017,9,27,12,717,SCT,10.0,False,6.0
378,2017,9,27,13,717,CLR,10.0,False,7.0
379,2017,9,27,14,717,CLR,10.0,0,0.0
380,2017,9,27,15,717,CLR,10.0,60,6.0
381,2017,9,27,16,717,FEW,10.0,60,7.0
382,2017,9,27,17,717,CLR,10.0,110,7.0
383,2017,9,27,18,717,CLR,10.0,60,5.0
384,2017,9,27,19,714,CLR,10.0,False,6.0
385,2017,9,27,20,714,CLR,10.0,0,0.0
386,2017,9,27,21,714,CLR,10.0,0,0.0
387,2017,9,27,22,714,CLR,10.0,50,3.0
388,2017,9,27,23,714,FEW,9.0,80,5.0
389,2017,9,27,23,714,FEW,9.0,80,3.0
390,2017,9,27,23,714,NaN,NaN,False,NaN
391,2017,9,28,0,714,BKN,8.0,70,5.0
392,2017,9,28,0,714,OVC,7.0,90,3.0
393,2017,9,28,1,714,OVC,8.0,0,0.0
394,2017,9,28,2,714,OVC,7.0,False,6.0
395,2017,9,28,3,714,OVC,7.0,False,6.0
396,2017,9,28,3,714,OVC,8.0,False,6.0
397,2017,9,28,3,714,BKN,10.0,False,6.0
398,2017,9,28,4,714,SCT,10.0,False,6.0
399,2017,9,28,4,714,SCT,10.0,False,5.0
400,2017,9,28,4,714,BKN,10.0,350,8.0
401,2017,9,28,4,714,BKN,10.0,False,5.0
402,2017,9,28,5,714,SCT,10.0,340,5.0
403,2017,9,28,5,714,SCT,10.0,False,3.0
404,2017,9,28,6,714,SCT,10.0,False,3.0
405,2017,9,28,6,714,BKN,10.0,False,5.0
406,2017,9,28,7,714,BKN,10.0,False,9.0
407,2017,9,28,8,714,SCT,10.0,False,5.0
408,2017,9,28,8,714,CLR,10.0,False,6.0
409,2017,9,28,9,714,CLR,10.0,False,6.0
410,2017,9,28,10,714,CLR,10.0,False,7.0
411,2017,9,28,11,714,CLR,10.0,False,9.0
412,2017,9,28,12,714,CLR,10.0,False,NaN
413,2017,9,28,13,714,CLR,10.0,False,7.0
414,2017,9,28,14,714,CLR,10.0,False,14.0
415,2017,9,28,15,714,CLR,10.0,False,NaN
416,2017,9,28,16,714,CLR,10.0,False,10.0
417,2017,9,28,17,714,CLR,10.0,False,3.0
418,2017,9,28,18,714,CLR,10.0,False,3.0
419,2017,9,28,19,712,CLR,10.0,20,3.0
420,2017,9,28,20,712,CLR,10.0,False,NaN
421,2017,9,28,21,712,CLR,10.0,False,6.0
422,2017,9,28,22,712,CLR,10.0,False,3.0
423,2017,9,28,23,712,CLR,10.0,False,7.0
424,2017,9,28,23,712,NaN,NaN,False,NaN
425,2017,9,29,0,712,CLR,10.0,False,3.0
426,2017,9,29,1,712,CLR,10.0,0,0.0
427,2017,9,29,2,712,CLR,10.0,0,0.0
428,2017,9,29,3,712,CLR,10.0,0,0.0
429,2017,9,29,4,712,CLR,10.0,320,5.0
430,2017,9,29,5,712,CLR,10.0,0,0.0
431,2017,9,29,6,712,CLR,10.0,290,3.0
432,2017,9,29,7,712,CLR,10.0,20,3.0
433,2017,9,29,8,712,CLR,10.0,50,3.0
434,2017,9,29,9,712,CLR,10.0,False,3.0
435,2017,9,29,10,712,BKN,10.0,250,5.0
436,2017,9,29,11,712,BKN,10.0,0,0.0
437,2017,9,29,12,712,OVC,9.0,0,0.0
438,2017,9,29,13,712,OVC,10.0,300,6.0
439,2017,9,29,14,712,SCT,10.0,280,6.0
440,2017,9,29,15,712,FEW,10.0,False,3.0
441,2017,9,29,16,712,CLR,10.0,290,7.0
442,2017,9,29,17,712,CLR,10.0,280,5.0
443,2017,9,29,18,712,CLR,10.0,0,0.0
444,2017,9,29,19,709,CLR,10.0,0,0.0
445,2017,9,29,20,709,CLR,10.0,0,0.0
446,2017,9,29,21,709,CLR,10.0,0,0.0
447,2017,9,29,22,709,OVC,10.0,False,3.0
448,2017,9,29,23,709,OVC,10.0,False,3.0
449,2017,9,29,23,709,NaN,NaN,False,NaN
450,2017,9,30,0,709,BKN,10.0,0,0.0
451,2017,9,30,1,709,FEW,10.0,0,0.0
452,2017,9,30,2,709,CLR,10.0,0,0.0
453,2017,9,30,3,709,CLR,10.0,280,3.0
454,2017,9,30,4,709,BKN,10.0,0,0.0
455,2017,9,30,5,709,FEW,10.0,False,3.0
456,2017,9,30,6,709,SCT,10.0,280,5.0
457,2017,9,30,7,709,SCT,10.0,False,6.0
458,2017,9,30,8,709,FEW,10.0,False,NaN
459,2017,9,30,9,709,BKN,10.0,0,0.0
460,2017,9,30,9,709,BKN,10.0,False,7.0
461,2017,9,30,10,709,SCT,10.0,False,3.0
462,2017,9,30,10,709,BKN,10.0,False,6.0
463,2017,9,30,11,709,BKN,10.0,50,6.0
464,2017,9,30,11,709,FEW,10.0,False,8.0
465,2017,9,30,12,709,BKN,10.0,False,8.0
466,2017,9,30,12,709,BKN,10.0,False,6.0
467,2017,9,30,12,709,SCT,10.0,False,6.0
468,2017,9,30,13,709,BKN,9.0,50,13.0
469,2017,9,30,13,709,FEW,10.0,False,9.0
470,2017,9,30,13,709,FEW,10.0,False,11.0
471,2017,9,30,14,709,SCT,10.0,False,11.0
472,2017,9,30,15,709,SCT,10.0,False,8.0
473,2017,9,30,16,709,BKN,10.0,False,7.0
474,2017,9,30,16,709,BKN,10.0,False,8.0
475,2017,9,30,17,709,BKN,10.0,False,11.0
476,2017,9,30,18,709,SCT,10.0,False,8.0
477,2017,9,30,18,709,SCT,10.0,False,8.0
478,2017,9,30,19,706,SCT,10.0,False,5.0
479,2017,9,30,20,706,BKN,10.0,False,5.0
480,2017,9,30,20,706,BKN,10.0,False,6.0
481,2017,9,30,21,706,SCT,10.0,50,9.0
482,2017,9,30,21,706,SCT,10.0,60,10.0
483,2017,9,30,22,706,BKN,10.0,False,7.0
484,2017,9,30,22,706,SCT,10.0,70,9.0
485,2017,9,30,22,706,BKN,10.0,False,8.0
486,2017,9,30,22,706,SCT,10.0,60,10.0
487,2017,9,30,23,706,FEW,10.0,60,11.0
488,2017,9,30,23,706,FEW,10.0,False,11.0
489,2017,9,30,23,706,NaN,NaN,False,NaN
490,2017,10,1,0,706,FEW,10.0,False,7.0
491,2017,10,1,0,706,SCT,10.0,60,8.0
492,2017,10,1,1,706,BKN,10.0,False,6.0
493,2017,10,1,1,706,OVC,10.0,50,5.0
494,2017,10,1,2,706,OVC,10.0,60,6.0
495,2017,10,1,3,706,SCT,10.0,60,6.0
496,2017,10,1,3,706,BKN,10.0,False,6.0
497,2017,10,1,4,706,SCT,10.0,False,3.0
498,2017,10,1,4,706,CLR,10.0,False,5.0
499,2017,10,1,5,706,CLR,10.0,False,3.0
500,2017,10,1,6,706,CLR,10.0,0,0.0
501,2017,10,1,7,706,CLR,10.0,False,6.0
502,2017,10,1,8,706,CLR,10.0,70,8.0
503,2017,10,1,9,706,CLR,10.0,False,5.0
504,2017,10,1,10,706,CLR,10.0,60,6.0
505,2017,10,1,11,706,CLR,10.0,50,5.0
506,2017,10,1,12,706,CLR,10.0,0,0.0
507,2017,10,1,13,706,CLR,10.0,False,3.0
508,2017,10,1,14,706,CLR,10.0,0,0.0
509,2017,10,1,15,706,CLR,10.0,0,0.0
510,2017,10,1,16,706,CLR,10.0,0,0.0
511,2017,10,1,17,706,CLR,10.0,0,0.0
512,2017,10,1,18,706,CLR,10.0,0,0.0
513,2017,10,1,19,704,CLR,10.0,0,0.0
514,2017,10,1,20,704,CLR,10.0,290,3.0
515,2017,10,1,21,704,CLR,10.0,280,3.0
